Harvest,Region,SHY,Irrigation_type,Value
2021 YALA,BADULLA,Sown,RainFed,57
2021 YALA,MONARAGALA,Sown,RainFed,790
2021 YALA,RATNAPURA,Sown,RainFed,1834
2021 YALA,KEGALLE,Sown,RainFed,4011
2021 YALA,COLOMBO,Harvested,Major,253
2021 YALA,GAMPAHA,Harvested,Major,1114
2021 YALA,KALUTARA,Harvested,Major,162
2021 YALA,KANDY,Harvested,Major,3934
2021 YALA,MATALE,Harvested,Major,6997
2021 YALA,NUWARAELIYA,Harvested,Major,490
2021 YALA,GALLE,Harvested,Major,97
2021 YALA,MATARA,Harvested,Major,4218
2021 YALA,HAMBANTOTA,Harvested,Major,28735
2021 YALA,JAFFNA,Harvested,Major,NA
2021 YALA,MANNAR,Harvested,Major,2210
2021 YALA,VAVUNIYA,Harvested,Major,2136
2021 YALA,MULATIVU,Harvested,Major,5875
2021 YALA,KILLINOCHCHI,Harvested,Major,9961
2021 YALA,BATTICALOA,Harvested,Major,22103
2021 YALA,AMPARA,Harvested,Major,59682
2021 YALA,TRINCOMALEE,Harvested,Major,20223
2021 YALA,KURUNEGALA,Harvested,Major,15601
2021 YALA,PUTTALAM,Harvested,Major,7808
2021 YALA,ANURADHAPURA,Harvested,Major,40870
2021 YALA,POLONNARUWA,Harvested,Major,56994
2021 YALA,BADULLA,Harvested,Major,7855
2021 YALA,MONARAGALA,Harvested,Major,7959
2021 YALA,RATNAPURA,Harvested,Major,4017
2021 YALA,KEGALLE,Harvested,Major,NA
2021 YALA,COLOMBO,Harvested,Minor,319
2021 YALA,GAMPAHA,Harvested,Minor,2442
2021 YALA,KALUTARA,Harvested,Minor,1360
2021 YALA,KANDY,Harvested,Minor,3109
2021 YALA,MATALE,Harvested,Minor,4473
2021 YALA,NUWARAELIYA,Harvested,Minor,2082
2021 YALA,GALLE,Harvested,Minor,953
2021 YALA,MATARA,Harvested,Minor,3250
2021 YALA,HAMBANTOTA,Harvested,Minor,4662
2021 YALA,JAFFNA,Harvested,Minor,NA
2021 YALA,MANNAR,Harvested,Minor,522
2021 YALA,VAVUNIYA,Harvested,Minor,2866
2021 YALA,MULATIVU,Harvested,Minor,1508
2021 YALA,KILLINOCHCHI,Harvested,Minor,110
2021 YALA,BATTICALOA,Harvested,Minor,4401
2021 YALA,AMPARA,Harvested,Minor,2468
2021 YALA,TRINCOMALEE,Harvested,Minor,4501
2021 YALA,KURUNEGALA,Harvested,Minor,31442
2021 YALA,PUTTALAM,Harvested,Minor,8568
2021 YALA,ANURADHAPURA,Harvested,Minor,20626
2021 YALA,POLONNARUWA,Harvested,Minor,5405
2021 YALA,BADULLA,Harvested,Minor,4186
2021 YALA,MONARAGALA,Harvested,Minor,7018
2021 YALA,RATNAPURA,Harvested,Minor,4907
2021 YALA,KEGALLE,Harvested,Minor,1463
2021 YALA,COLOMBO,Harvested,RainFed,1776
2021 YALA,GAMPAHA,Harvested,RainFed,4936
2021 YALA,KALUTARA,Harvested,RainFed,7907
2021 YALA,KANDY,Harvested,RainFed,2213
2021 YALA,MATALE,Harvested,RainFed,855
2021 YALA,NUWARAELIYA,Harvested,RainFed,1
2021 YALA,GALLE,Harvested,RainFed,7276
2021 YALA,MATARA,Harvested,RainFed,6394
2021 YALA,HAMBANTOTA,Harvested,RainFed,1093
2021 YALA,JAFFNA,Harvested,RainFed,NA
2021 YALA,MANNAR,Harvested,RainFed,NA
2021 YALA,VAVUNIYA,Harvested,RainFed,NA
2021 YALA,MULATIVU,Harvested,RainFed,NA
2021 YALA,KILLINOCHCHI,Harvested,RainFed,NA
2021 YALA,BATTICALOA,Harvested,RainFed,1998
2021 YALA,AMPARA,Harvested,RainFed,626
2021 YALA,TRINCOMALEE,Harvested,RainFed,515
2021 YALA,KURUNEGALA,Harvested,RainFed,20945
2021 YALA,PUTTALAM,Harvested,RainFed,1115
2021 YALA,ANURADHAPURA,Harvested,RainFed,521
2021 YALA,POLONNARUWA,Harvested,RainFed,NA
2021 YALA,BADULLA,Harvested,RainFed,57
2021 YALA,MONARAGALA,Harvested,RainFed,782
2021 YALA,RATNAPURA,Harvested,RainFed,1819
2021 YALA,KEGALLE,Harvested,RainFed,3997
2021 YALA,COLOMBO,Yield,Major,2606
2021 YALA,GAMPAHA,Yield,Major,3389
2021 YALA,KALUTARA,Yield,Major,2012
2021 YALA,KANDY,Yield,Major,2579
2021 YALA,MATALE,Yield,Major,5102
2021 YALA,NUWARAELIYA,Yield,Major,4658
2021 YALA,GALLE,Yield,Major,2734
2021 YALA,MATARA,Yield,Major,3977
2021 YALA,HAMBANTOTA,Yield,Major,6051
2021 YALA,JAFFNA,Yield,Major,NA
2021 YALA,MANNAR,Yield,Major,5182
2021 YALA,VAVUNIYA,Yield,Major,5381
2021 YALA,MULATIVU,Yield,Major,5322
2021 YALA,KILLINOCHCHI,Yield,Major,4634
2021 YALA,BATTICALOA,Yield,Major,4591
2021 YALA,AMPARA,Yield,Major,5247
2021 YALA,TRINCOMALEE,Yield,Major,5257
2021 YALA,KURUNEGALA,Yield,Major,4667
2021 YALA,PUTTALAM,Yield,Major,4474
2021 YALA,ANURADHAPURA,Yield,Major,4789
2021 YALA,POLONNARUWA,Yield,Major,5483
2021 YALA,BADULLA,Yield,Major,4996
2021 YALA,MONARAGALA,Yield,Major,6096
2021 YALA,RATNAPURA,Yield,Major,4873
2021 YALA,KEGALLE,Yield,Major,NA
2021 YALA,COLOMBO,Yield,Minor,2795
2021 YALA,GAMPAHA,Yield,Minor,3118
2021 YALA,KALUTARA,Yield,Minor,2696
2021 YALA,KANDY,Yield,Minor,3077
2021 YALA,MATALE,Yield,Minor,4063
2021 YALA,NUWARAELIYA,Yield,Minor,3745
2021 YALA,GALLE,Yield,Minor,1894
2021 YALA,MATARA,Yield,Minor,3869
2021 YALA,HAMBANTOTA,Yield,Minor,4902
2021 YALA,JAFFNA,Yield,Minor,NA
2021 YALA,MANNAR,Yield,Minor,3864
2021 YALA,VAVUNIYA,Yield,Minor,5829
2021 YALA,MULATIVU,Yield,Minor,5152
2021 YALA,KILLINOCHCHI,Yield,Minor,3308
2021 YALA,BATTICALOA,Yield,Minor,4709
2021 YALA,AMPARA,Yield,Minor,4785
2021 YALA,TRINCOMALEE,Yield,Minor,5306
2021 YALA,KURUNEGALA,Yield,Minor,3897
2021 YALA,PUTTALAM,Yield,Minor,3554
2021 YALA,ANURADHAPURA,Yield,Minor,4546
2021 YALA,POLONNARUWA,Yield,Minor,4995
2021 YALA,BADULLA,Yield,Minor,5260
2021 YALA,MONARAGALA,Yield,Minor,4060
2021 YALA,RATNAPURA,Yield,Minor,3808
2021 YALA,KEGALLE,Yield,Minor,3197
2021 YALA,COLOMBO,Yield,RainFed,2372
2021 YALA,GAMPAHA,Yield,RainFed,2838
2021 YALA,KALUTARA,Yield,RainFed,3130
2021 YALA,KANDY,Yield,RainFed,3411
2021 YALA,MATALE,Yield,RainFed,3860
2021 YALA,NUWARAELIYA,Yield,RainFed,NA
2021 YALA,GALLE,Yield,RainFed,3030
2021 YALA,MATARA,Yield,RainFed,3489
2021 YALA,HAMBANTOTA,Yield,RainFed,3464
2021 YALA,JAFFNA,Yield,RainFed,NA
2021 YALA,MANNAR,Yield,RainFed,NA
2021 YALA,VAVUNIYA,Yield,RainFed,NA
2021 YALA,MULATIVU,Yield,RainFed,NA
2021 YALA,KILLINOCHCHI,Yield,RainFed,NA
2021 YALA,BATTICALOA,Yield,RainFed,5388
2021 YALA,AMPARA,Yield,RainFed,5277
2021 YALA,TRINCOMALEE,Yield,RainFed,5311
2021 YALA,KURUNEGALA,Yield,RainFed,3736
2021 YALA,PUTTALAM,Yield,RainFed,3326
2021 YALA,ANURADHAPURA,Yield,RainFed,2765
2021 YALA,POLONNARUWA,Yield,RainFed,NA
2021 YALA,BADULLA,Yield,RainFed,5135
2021 YALA,MONARAGALA,Yield,RainFed,2965
2021 YALA,RATNAPURA,Yield,RainFed,3296
2021 YALA,KEGALLE,Yield,RainFed,2915
2020/21 MAHA,COLOMBO,Sown,Major,307
2020/21 MAHA,GAMPAHA,Sown,Major,1858
2020/21 MAHA,KALUTARA,Sown,Major,220
2020/21 MAHA,KANDY,Sown,Major,4242
2020/21 MAHA,MATALE,Sown,Major,7303
2020/21 MAHA,NUWARAELIYA,Sown,Major,865
2020/21 MAHA,GALLE,Sown,Major,255
2020/21 MAHA,MATARA,Sown,Major,4312
2020/21 MAHA,HAMBANTOTA,Sown,Major,28878
2020/21 MAHA,JAFFNA,Sown,Major,NA
2020/21 MAHA,MANNAR,Sown,Major,16069
2020/21 MAHA,VAVUNIYA,Sown,Major,4412
2020/21 MAHA,MULATIVU,Sown,Major,7965
2020/21 MAHA,KILLINOCHCHI,Sown,Major,12171
2020/21 MAHA,BATTICALOA,Sown,Major,24514
2020/21 MAHA,AMPARA,Sown,Major,60673
2020/21 MAHA,TRINCOMALEE,Sown,Major,21161
2020/21 MAHA,KURUNEGALA,Sown,Major,17094
2020/21 MAHA,PUTTALAM,Sown,Major,8077
2020/21 MAHA,ANURADHAPURA,Sown,Major,51479
2020/21 MAHA,POLONNARUWA,Sown,Major,57596
2020/21 MAHA,BADULLA,Sown,Major,10535
2020/21 MAHA,MONARAGALA,Sown,Major,8815
2020/21 MAHA,RATNAPURA,Sown,Major,4074
2020/21 MAHA,KEGALLE,Sown,Major,NA
2020/21 MAHA,COLOMBO,Sown,Minor,727
2020/21 MAHA,GAMPAHA,Sown,Minor,4062
2020/21 MAHA,KALUTARA,Sown,Minor,1681
2020/21 MAHA,KANDY,Sown,Minor,5293
2020/21 MAHA,MATALE,Sown,Minor,7225
2020/21 MAHA,NUWARAELIYA,Sown,Minor,4004
2020/21 MAHA,GALLE,Sown,Minor,2196
2020/21 MAHA,MATARA,Sown,Minor,3291
2020/21 MAHA,HAMBANTOTA,Sown,Minor,4886
2020/21 MAHA,JAFFNA,Sown,Minor,NA
2020/21 MAHA,MANNAR,Sown,Minor,4057
2020/21 MAHA,VAVUNIYA,Sown,Minor,12249
2020/21 MAHA,MULATIVU,Sown,Minor,5315
2020/21 MAHA,KILLINOCHCHI,Sown,Minor,578
2020/21 MAHA,BATTICALOA,Sown,Minor,3825
2020/21 MAHA,AMPARA,Sown,Minor,4471
2020/21 MAHA,TRINCOMALEE,Sown,Minor,7530
2020/21 MAHA,KURUNEGALA,Sown,Minor,33418
2020/21 MAHA,PUTTALAM,Sown,Minor,9672
2020/21 MAHA,ANURADHAPURA,Sown,Minor,48058
2020/21 MAHA,POLONNARUWA,Sown,Minor,6526
2020/21 MAHA,BADULLA,Sown,Minor,9081
2020/21 MAHA,MONARAGALA,Sown,Minor,10685
2020/21 MAHA,RATNAPURA,Sown,Minor,6007
2020/21 MAHA,KEGALLE,Sown,Minor,1885
2020/21 MAHA,COLOMBO,Sown,RainFed,2823
2020/21 MAHA,GAMPAHA,Sown,RainFed,6530
2020/21 MAHA,KALUTARA,Sown,RainFed,11118
2020/21 MAHA,KANDY,Sown,RainFed,2651
2020/21 MAHA,MATALE,Sown,RainFed,4380
2020/21 MAHA,NUWARAELIYA,Sown,RainFed,8
2020/21 MAHA,GALLE,Sown,RainFed,11060
2020/21 MAHA,MATARA,Sown,RainFed,6511
2020/21 MAHA,HAMBANTOTA,Sown,RainFed,1148
2020/21 MAHA,JAFFNA,Sown,RainFed,11228
2020/21 MAHA,MANNAR,Sown,RainFed,116
2020/21 MAHA,VAVUNIYA,Sown,RainFed,2715
2020/21 MAHA,MULATIVU,Sown,RainFed,9501
2020/21 MAHA,KILLINOCHCHI,Sown,RainFed,14609
2020/21 MAHA,BATTICALOA,Sown,RainFed,38735
2020/21 MAHA,AMPARA,Sown,RainFed,16005
2020/21 MAHA,TRINCOMALEE,Sown,RainFed,11147
2020/21 MAHA,KURUNEGALA,Sown,RainFed,25545
2020/21 MAHA,PUTTALAM,Sown,RainFed,1905
2020/21 MAHA,ANURADHAPURA,Sown,RainFed,13012
2020/21 MAHA,POLONNARUWA,Sown,RainFed,2401
2020/21 MAHA,BADULLA,Sown,RainFed,3952
2020/21 MAHA,MONARAGALA,Sown,RainFed,15400
2020/21 MAHA,RATNAPURA,Sown,RainFed,3277
2020/21 MAHA,KEGALLE,Sown,RainFed,4866
2020/21 MAHA,COLOMBO,Harvested,Major,307
2020/21 MAHA,GAMPAHA,Harvested,Major,1841
2020/21 MAHA,KALUTARA,Harvested,Major,220
2020/21 MAHA,KANDY,Harvested,Major,4242
2020/21 MAHA,MATALE,Harvested,Major,7301
2020/21 MAHA,NUWARAELIYA,Harvested,Major,865
2020/21 MAHA,GALLE,Harvested,Major,248
2020/21 MAHA,MATARA,Harvested,Major,4264
2020/21 MAHA,HAMBANTOTA,Harvested,Major,28878
2020/21 MAHA,JAFFNA,Harvested,Major,NA
2020/21 MAHA,MANNAR,Harvested,Major,16062
2020/21 MAHA,VAVUNIYA,Harvested,Major,4400
2020/21 MAHA,MULATIVU,Harvested,Major,7928
2020/21 MAHA,KILLINOCHCHI,Harvested,Major,12171
2020/21 MAHA,BATTICALOA,Harvested,Major,23698
2020/21 MAHA,AMPARA,Harvested,Major,60426
2020/21 MAHA,TRINCOMALEE,Harvested,Major,21161
2020/21 MAHA,KURUNEGALA,Harvested,Major,17078
2020/21 MAHA,PUTTALAM,Harvested,Major,7978
2020/21 MAHA,ANURADHAPURA,Harvested,Major,51406
2020/21 MAHA,POLONNARUWA,Harvested,Major,57596
2020/21 MAHA,BADULLA,Harvested,Major,10535
2020/21 MAHA,MONARAGALA,Harvested,Major,8813
2020/21 MAHA,RATNAPURA,Harvested,Major,4074
2020/21 MAHA,KEGALLE,Harvested,Major,NA
2020/21 MAHA,COLOMBO,Harvested,Minor,727
2020/21 MAHA,GAMPAHA,Harvested,Minor,4038
2020/21 MAHA,KALUTARA,Harvested,Minor,1662
2020/21 MAHA,KANDY,Harvested,Minor,5292
2020/21 MAHA,MATALE,Harvested,Minor,7218
2020/21 MAHA,NUWARAELIYA,Harvested,Minor,4004
2020/21 MAHA,GALLE,Harvested,Minor,2163
2020/21 MAHA,MATARA,Harvested,Minor,3170
2020/21 MAHA,HAMBANTOTA,Harvested,Minor,4866
2020/21 MAHA,JAFFNA,Harvested,Minor,NA
2020/21 MAHA,MANNAR,Harvested,Minor,4008
2020/21 MAHA,VAVUNIYA,Harvested,Minor,12147
2020/21 MAHA,MULATIVU,Harvested,Minor,5315
2020/21 MAHA,KILLINOCHCHI,Harvested,Minor,578
2020/21 MAHA,BATTICALOA,Harvested,Minor,3815
2020/21 MAHA,AMPARA,Harvested,Minor,4396
2020/21 MAHA,TRINCOMALEE,Harvested,Minor,7530
2020/21 MAHA,KURUNEGALA,Harvested,Minor,33230
2020/21 MAHA,PUTTALAM,Harvested,Minor,9409
2020/21 MAHA,ANURADHAPURA,Harvested,Minor,47959
2020/21 MAHA,POLONNARUWA,Harvested,Minor,6526
2020/21 MAHA,BADULLA,Harvested,Minor,9081
2020/21 MAHA,MONARAGALA,Harvested,Minor,10573
2020/21 MAHA,RATNAPURA,Harvested,Minor,6000
2020/21 MAHA,KEGALLE,Harvested,Minor,1885
2020/21 MAHA,COLOMBO,Harvested,RainFed,2821
2020/21 MAHA,GAMPAHA,Harvested,RainFed,6477
2020/21 MAHA,KALUTARA,Harvested,RainFed,11028
2020/21 MAHA,KANDY,Harvested,RainFed,2650
2020/21 MAHA,MATALE,Harvested,RainFed,4363
2020/21 MAHA,NUWARAELIYA,Harvested,RainFed,8
2020/21 MAHA,GALLE,Harvested,RainFed,10935
2020/21 MAHA,MATARA,Harvested,RainFed,6495
2020/21 MAHA,HAMBANTOTA,Harvested,RainFed,1146
2020/21 MAHA,JAFFNA,Harvested,RainFed,8635
2020/21 MAHA,MANNAR,Harvested,RainFed,74
2020/21 MAHA,VAVUNIYA,Harvested,RainFed,2715
2020/21 MAHA,MULATIVU,Harvested,RainFed,9501
2020/21 MAHA,KILLINOCHCHI,Harvested,RainFed,14609
2020/21 MAHA,BATTICALOA,Harvested,RainFed,38117
2020/21 MAHA,AMPARA,Harvested,RainFed,15110
2020/21 MAHA,TRINCOMALEE,Harvested,RainFed,11147
2020/21 MAHA,KURUNEGALA,Harvested,RainFed,25326
2020/21 MAHA,PUTTALAM,Harvested,RainFed,1847
2020/21 MAHA,ANURADHAPURA,Harvested,RainFed,13001
2020/21 MAHA,POLONNARUWA,Harvested,RainFed,2401
2020/21 MAHA,BADULLA,Harvested,RainFed,3952
2020/21 MAHA,MONARAGALA,Harvested,RainFed,14828
2020/21 MAHA,RATNAPURA,Harvested,RainFed,3277
2020/21 MAHA,KEGALLE,Harvested,RainFed,4864
2020/21 MAHA,COLOMBO,Yield,Major,3602
2020/21 MAHA,GAMPAHA,Yield,Major,4137
2020/21 MAHA,KALUTARA,Yield,Major,3273
2020/21 MAHA,KANDY,Yield,Major,6162
2020/21 MAHA,MATALE,Yield,Major,5990
2020/21 MAHA,NUWARAELIYA,Yield,Major,4420
2020/21 MAHA,GALLE,Yield,Major,2340
2020/21 MAHA,MATARA,Yield,Major,3770
2020/21 MAHA,HAMBANTOTA,Yield,Major,6224
2020/21 MAHA,JAFFNA,Yield,Major,NA
2020/21 MAHA,MANNAR,Yield,Major,5500
2020/21 MAHA,VAVUNIYA,Yield,Major,4787
2020/21 MAHA,MULATIVU,Yield,Major,4293
2020/21 MAHA,KILLINOCHCHI,Yield,Major,3439
2020/21 MAHA,BATTICALOA,Yield,Major,3810
2020/21 MAHA,AMPARA,Yield,Major,4996
2020/21 MAHA,TRINCOMALEE,Yield,Major,4450
2020/21 MAHA,KURUNEGALA,Yield,Major,4442
2020/21 MAHA,PUTTALAM,Yield,Major,4348
2020/21 MAHA,ANURADHAPURA,Yield,Major,5723
2020/21 MAHA,POLONNARUWA,Yield,Major,5259
2020/21 MAHA,BADULLA,Yield,Major,5334
2020/21 MAHA,MONARAGALA,Yield,Major,5652
2020/21 MAHA,RATNAPURA,Yield,Major,6033
2020/21 MAHA,KEGALLE,Yield,Major,NA
2020/21 MAHA,COLOMBO,Yield,Minor,3694
2020/21 MAHA,GAMPAHA,Yield,Minor,3838
2020/21 MAHA,KALUTARA,Yield,Minor,3340
2020/21 MAHA,KANDY,Yield,Minor,3824
2020/21 MAHA,MATALE,Yield,Minor,5605
2020/21 MAHA,NUWARAELIYA,Yield,Minor,5154
2020/21 MAHA,GALLE,Yield,Minor,3361
2020/21 MAHA,MATARA,Yield,Minor,3716
2020/21 MAHA,HAMBANTOTA,Yield,Minor,4494
2020/21 MAHA,JAFFNA,Yield,Minor,NA
2020/21 MAHA,MANNAR,Yield,Minor,4177
2020/21 MAHA,VAVUNIYA,Yield,Minor,4105
2020/21 MAHA,MULATIVU,Yield,Minor,5112
2020/21 MAHA,KILLINOCHCHI,Yield,Minor,3712
2020/21 MAHA,BATTICALOA,Yield,Minor,4134
2020/21 MAHA,AMPARA,Yield,Minor,5083
2020/21 MAHA,TRINCOMALEE,Yield,Minor,4295
2020/21 MAHA,KURUNEGALA,Yield,Minor,3485
2020/21 MAHA,PUTTALAM,Yield,Minor,3218
2020/21 MAHA,ANURADHAPURA,Yield,Minor,4786
2020/21 MAHA,POLONNARUWA,Yield,Minor,5396
2020/21 MAHA,BADULLA,Yield,Minor,4813
2020/21 MAHA,MONARAGALA,Yield,Minor,4536
2020/21 MAHA,RATNAPURA,Yield,Minor,3824
2020/21 MAHA,KEGALLE,Yield,Minor,4099
2020/21 MAHA,COLOMBO,Yield,RainFed,3744
2020/21 MAHA,GAMPAHA,Yield,RainFed,3587
2020/21 MAHA,KALUTARA,Yield,RainFed,3362
2020/21 MAHA,KANDY,Yield,RainFed,4201
2020/21 MAHA,MATALE,Yield,RainFed,5237
2020/21 MAHA,NUWARAELIYA,Yield,RainFed,2872
2020/21 MAHA,GALLE,Yield,RainFed,3435
2020/21 MAHA,MATARA,Yield,RainFed,3401
2020/21 MAHA,HAMBANTOTA,Yield,RainFed,3197
2020/21 MAHA,JAFFNA,Yield,RainFed,2549
2020/21 MAHA,MANNAR,Yield,RainFed,3075
2020/21 MAHA,VAVUNIYA,Yield,RainFed,4050
2020/21 MAHA,MULATIVU,Yield,RainFed,3770
2020/21 MAHA,KILLINOCHCHI,Yield,RainFed,3542
2020/21 MAHA,BATTICALOA,Yield,RainFed,3776
2020/21 MAHA,AMPARA,Yield,RainFed,3826
2020/21 MAHA,TRINCOMALEE,Yield,RainFed,3839
2020/21 MAHA,KURUNEGALA,Yield,RainFed,3704
2020/21 MAHA,PUTTALAM,Yield,RainFed,3835
2020/21 MAHA,ANURADHAPURA,Yield,RainFed,3773
2020/21 MAHA,POLONNARUWA,Yield,RainFed,3811
2020/21 MAHA,BADULLA,Yield,RainFed,3699
2020/21 MAHA,MONARAGALA,Yield,RainFed,4019
2020/21 MAHA,RATNAPURA,Yield,RainFed,3689
2020/21 MAHA,KEGALLE,Yield,RainFed,4188
2020 YALA,COLOMBO,Sown,Major,319
2020 YALA,GAMPAHA,Sown,Major,1768
2020 YALA,KALUTARA,Sown,Major,167
2020 YALA,KANDY,Sown,Major,3703
2020 YALA,MATALE,Sown,Major,5076
2020 YALA,NUWARAELIYA,Sown,Major,824
2020 YALA,GALLE,Sown,Major,299
2020 YALA,MATARA,Sown,Major,4348
2020 YALA,HAMBANTOTA,Sown,Major,28626
2020 YALA,JAFFNA,Sown,Major,NA
2020 YALA,MANNAR,Sown,Major,1594
2020 YALA,VAVUNIYA,Sown,Major,392
2020 YALA,MULATIVU,Sown,Major,4392
2020 YALA,KILLINOCHCHI,Sown,Major,9963
2020 YALA,BATTICALOA,Sown,Major,22466
2020 YALA,AMPARA,Sown,Major,58634
2020 YALA,TRINCOMALEE,Sown,Major,18500
2020 YALA,KURUNEGALA,Sown,Major,13933
2020 YALA,PUTTALAM,Sown,Major,7067
2020 YALA,ANURADHAPURA,Sown,Major,28235
2020 YALA,POLONNARUWA,Sown,Major,56805
2020 YALA,BADULLA,Sown,Major,7869
2020 YALA,MONARAGALA,Sown,Major,7733
2020 YALA,RATNAPURA,Sown,Major,3953
2020 YALA,KEGALLE,Sown,Major,NA
2020 YALA,COLOMBO,Sown,Minor,586
2020 YALA,GAMPAHA,Sown,Minor,3545
2020 YALA,KALUTARA,Sown,Minor,1588
2020 YALA,KANDY,Sown,Minor,3059
2020 YALA,MATALE,Sown,Minor,2759
2020 YALA,NUWARAELIYA,Sown,Minor,3579
2020 YALA,GALLE,Sown,Minor,2080
2020 YALA,MATARA,Sown,Minor,3282
2020 YALA,HAMBANTOTA,Sown,Minor,4574
2020 YALA,JAFFNA,Sown,Minor,NA
2020 YALA,MANNAR,Sown,Minor,16
2020 YALA,VAVUNIYA,Sown,Minor,1077
2020 YALA,MULATIVU,Sown,Minor,1069
2020 YALA,KILLINOCHCHI,Sown,Minor,71
2020 YALA,BATTICALOA,Sown,Minor,4491
2020 YALA,AMPARA,Sown,Minor,2253
2020 YALA,TRINCOMALEE,Sown,Minor,3344
2020 YALA,KURUNEGALA,Sown,Minor,25135
2020 YALA,PUTTALAM,Sown,Minor,7094
2020 YALA,ANURADHAPURA,Sown,Minor,10721
2020 YALA,POLONNARUWA,Sown,Minor,5568
2020 YALA,BADULLA,Sown,Minor,3782
2020 YALA,MONARAGALA,Sown,Minor,5943
2020 YALA,RATNAPURA,Sown,Minor,5188
2020 YALA,KEGALLE,Sown,Minor,1749
2020 YALA,COLOMBO,Sown,RainFed,2314
2020 YALA,GAMPAHA,Sown,RainFed,5131
2020 YALA,KALUTARA,Sown,RainFed,9898
2020 YALA,KANDY,Sown,RainFed,2075
2020 YALA,MATALE,Sown,RainFed,386
2020 YALA,NUWARAELIYA,Sown,RainFed,3
2020 YALA,GALLE,Sown,RainFed,9172
2020 YALA,MATARA,Sown,RainFed,6283
2020 YALA,HAMBANTOTA,Sown,RainFed,967
2020 YALA,JAFFNA,Sown,RainFed,NA
2020 YALA,MANNAR,Sown,RainFed,NA
2020 YALA,VAVUNIYA,Sown,RainFed,4
2020 YALA,MULATIVU,Sown,RainFed,NA
2020 YALA,KILLINOCHCHI,Sown,RainFed,NA
2020 YALA,BATTICALOA,Sown,RainFed,1998
2020 YALA,AMPARA,Sown,RainFed,408
2020 YALA,TRINCOMALEE,Sown,RainFed,268
2020 YALA,KURUNEGALA,Sown,RainFed,19059
2020 YALA,PUTTALAM,Sown,RainFed,1021
2020 YALA,ANURADHAPURA,Sown,RainFed,378
2020 YALA,POLONNARUWA,Sown,RainFed,NA
2020 YALA,BADULLA,Sown,RainFed,12
2020 YALA,MONARAGALA,Sown,RainFed,724
2020 YALA,RATNAPURA,Sown,RainFed,2321
2020 YALA,KEGALLE,Sown,RainFed,4565
2020 YALA,COLOMBO,Harvested,Major,319
2020 YALA,GAMPAHA,Harvested,Major,1655
2020 YALA,KALUTARA,Harvested,Major,167
2020 YALA,KANDY,Harvested,Major,3700
2020 YALA,MATALE,Harvested,Major,5076
2020 YALA,NUWARAELIYA,Harvested,Major,824
2020 YALA,GALLE,Harvested,Major,293
2020 YALA,MATARA,Harvested,Major,4168
2020 YALA,HAMBANTOTA,Harvested,Major,28624
2020 YALA,JAFFNA,Harvested,Major,NA
2020 YALA,MANNAR,Harvested,Major,1594
2020 YALA,VAVUNIYA,Harvested,Major,392
2020 YALA,MULATIVU,Harvested,Major,4392
2020 YALA,KILLINOCHCHI,Harvested,Major,9963
2020 YALA,BATTICALOA,Harvested,Major,22466
2020 YALA,AMPARA,Harvested,Major,58169
2020 YALA,TRINCOMALEE,Harvested,Major,18500
2020 YALA,KURUNEGALA,Harvested,Major,13894
2020 YALA,PUTTALAM,Harvested,Major,6970
2020 YALA,ANURADHAPURA,Harvested,Major,28198
2020 YALA,POLONNARUWA,Harvested,Major,56805
2020 YALA,BADULLA,Harvested,Major,7868
2020 YALA,MONARAGALA,Harvested,Major,7691
2020 YALA,RATNAPURA,Harvested,Major,3931
2020 YALA,KEGALLE,Harvested,Major,NA
2020 YALA,COLOMBO,Harvested,Minor,586
2020 YALA,GAMPAHA,Harvested,Minor,3429
2020 YALA,KALUTARA,Harvested,Minor,1571
2020 YALA,KANDY,Harvested,Minor,3047
2020 YALA,MATALE,Harvested,Minor,2751
2020 YALA,NUWARAELIYA,Harvested,Minor,3579
2020 YALA,GALLE,Harvested,Minor,1949
2020 YALA,MATARA,Harvested,Minor,3213
2020 YALA,HAMBANTOTA,Harvested,Minor,4570
2020 YALA,JAFFNA,Harvested,Minor,NA
2020 YALA,MANNAR,Harvested,Minor,16
2020 YALA,VAVUNIYA,Harvested,Minor,1076
2020 YALA,MULATIVU,Harvested,Minor,1069
2020 YALA,KILLINOCHCHI,Harvested,Minor,71
2020 YALA,BATTICALOA,Harvested,Minor,4479
2020 YALA,AMPARA,Harvested,Minor,2131
2020 YALA,TRINCOMALEE,Harvested,Minor,3344
2020 YALA,KURUNEGALA,Harvested,Minor,24293
2020 YALA,PUTTALAM,Harvested,Minor,6505
2020 YALA,ANURADHAPURA,Harvested,Minor,10685
2020 YALA,POLONNARUWA,Harvested,Minor,5342
2020 YALA,BADULLA,Harvested,Minor,3759
2020 YALA,MONARAGALA,Harvested,Minor,5806
2020 YALA,RATNAPURA,Harvested,Minor,5113
2020 YALA,KEGALLE,Harvested,Minor,1730
2020 YALA,COLOMBO,Harvested,RainFed,2314
2020 YALA,GAMPAHA,Harvested,RainFed,4916
2020 YALA,KALUTARA,Harvested,RainFed,9854
2020 YALA,KANDY,Harvested,RainFed,2056
2020 YALA,MATALE,Harvested,RainFed,382
2020 YALA,NUWARAELIYA,Harvested,RainFed,3
2020 YALA,GALLE,Harvested,RainFed,8673
2020 YALA,MATARA,Harvested,RainFed,6118
2020 YALA,HAMBANTOTA,Harvested,RainFed,967
